"EntrezID" "Symbol" "A_1_L01_FlowCellA" "A_2_L01_FlowCellA" "A_3_L01_FlowCellA" "A_4_L01_FlowCellA" "A_5_L01_FlowCellA" "B_1_L01_FlowCellA" "B_2_L01_FlowCellA" "B_3_L01_FlowCellA" "B_4_L01_FlowCellA" "B_5_L01_FlowCellB"
"28594" "441908" "NBPF18P" 0 2 0 0 0 0 1 0 0 0
"28595" "285622" "NBPF22P" 0 0 1 1 0 0 0 0 0 0
"28596" "343381" "NBPF2P" 11 17 20 12 25 38 15 20 22 16
"28597" "84224" "NBPF3" 25 24 37 36 39 32 40 53 36 24
"28598" "148545" "NBPF4" 9 8 13 12 9 0 0 0 0 0
"28600" "653149" "NBPF6" 7 4 2 5 3 0 0 0 0 1
"28601" "343505" "NBPF7" 0 0 0 0 2 0 1 0 0 0
"28602" "728841" "NBPF8" 116 106 133 155 156 126 100 119 97 69
"28607" "83988" "NCALD" 38 33 37 38 39 912 915 1002 743 621
"28608" "4684" "NCAM1" 158 143 143 196 170 2950 3098 3308 2399 1949
"28609" "4685" "NCAM2" 56 32 57 65 57 403 387 444 366 312
"28610" "1463" "NCAN" 2 3 1 0 1 745 698 792 585 422
"28612" "23310" "NCAPD3" 573 431 577 631 544 91 81 83 62 62
"28613" "64151" "NCAPG" 278 252 356 367 381 5 1 4 3 4
"28614" "54892" "NCAPG2" 559 450 578 629 610 39 39 62 34 32
"28615" "23397" "NCAPH" 276 256 310 338 301 2 6 8 6 4
"28616" "29781" "NCAPH2" 343 305 313 430 291 310 274 253 192 162
"28617" "4686" "NCBP1" 287 228 296 411 369 182 174 200 150 127
"28618" "22916" "NCBP2" 410 359 467 562 476 263 274 313 225 211
"28619" "392517" "NCBP2L" 0 0 0 0 0 0 0 1 0 1
"28620" "342897" "NCCRP1" 1 3 1 1 4 0 0 0 1 0
"28621" "23154" "NCDN" 309 240 295 312 236 4682 4449 4602 3481 2470
"28622" "57552" "NCEH1" 170 147 198 215 209 345 400 447 325 308
"28623" "653361" "NCF1" 1 0 2 0 0 7 8 5 7 0
"28624" "654816" "NCF1B" 1 4 1 4 4 4 2 7 6 1
"28625" "654817" "NCF1C" 2 2 4 2 2 4 1 1 3 2
"28626" "4688" "NCF2" 12 8 15 11 5 13 9 8 7 8
"28627" "4689" "NCF4" 15 14 14 14 11 9 18 17 9 7
"28629" "8440" "NCK2" 186 154 194 186 160 307 270 279 224 139
"28630" "10787" "NCKAP1" 737 634 861 954 908 1521 1486 1718 1228 1193
"28631" "3071" "NCKAP1L" 143 98 126 175 128 31 25 32 23 16
"28632" "344148" "NCKAP5" 24 31 22 36 33 34 35 25 36 27
"28633" "57701" "NCKAP5L" 244 195 216 264 236 197 204 196 168 111
"28636" "56926" "NCLN" 685 538 645 735 547 309 269 320 200 160
"28637" "8648" "NCOA1" 121 100 126 160 171 711 699 849 656 500
"28638" "10499" "NCOA2" 208 174 217 262 204 327 378 408 322 250
"28639" "8202" "NCOA3" 645 545 698 851 749 147 146 166 131 103
"28640" "326605" "NCOA4P1" 0 0 0 0 0 0 0 0 0 0
"28641" "57727" "NCOA5" 228 176 241 264 225 203 175 212 166 113
"28642" "23054" "NCOA6" 373 318 389 544 384 508 476 526 383 279
"28643" "135112" "NCOA7" 171 134 191 240 198 786 722 845 669 624
"28644" "9611" "NCOR1" 470 430 517 570 517 700 721 778 587 485
"28645" "9612" "NCOR2" 1346 1053 1190 1422 1072 1522 1432 1340 1031 751
"28646" "9437" "NCR1" 1 2 0 0 0 0 0 0 0 0
"28647" "9436" "NCR2" 0 0 0 0 0 0 0 0 0 0
"28648" "259197" "NCR3" 0 0 1 0 2 0 0 0 0 0
"28733" "100302746" "NCRUPAR" 0 0 0 0 0 0 0 0 0 0
"28734" "23413" "NCS1" 348 277 349 356 307 3251 3146 3099 2400 1853
"28735" "23385" "NCSTN" 596 517 622 697 594 345 306 360 312 188
"28736" "10403" "NDC80" 171 126 173 234 199 0 0 0 0 0
"28737" "54820" "NDE1" 313 222 287 362 278 98 87 101 69 53
"28738" "81565" "NDEL1" 193 166 232 259 197 456 447 406 316 281
"28739" "80762" "NDFIP1" 411 283 424 480 467 2112 1976 2341 1668 1567
"28740" "54602" "NDFIP2" 162 139 209 203 190 497 490 586 453 426
"28741" "4692" "NDN" 89 77 87 129 100 222 222 245 203 136
"28742" "56160" "NDNL2" 86 78 112 105 82 101 111 95 102 45
"28743" "27158" "NDOR1" 488 315 428 469 339 180 186 210 143 100
"28744" "4693" "NDP" 28 19 22 25 22 101 87 118 81 60
"28745" "10397" "NDRG1" 2130 1767 2195 2480 2004 2003 2017 2087 1592 1256
"28746" "57447" "NDRG2" 198 135 183 185 173 5313 5002 5312 3983 3253
"28747" "57446" "NDRG3" 145 140 182 223 172 946 949 1028 778 650
"28748" "65009" "NDRG4" 36 39 41 45 35 6328 5954 6294 4805 3665
"28749" "3340" "NDST1" 414 351 401 495 369 807 800 755 637 440
"28750" "8509" "NDST2" 126 104 102 173 101 205 194 226 167 132
"28751" "9348" "NDST3" 27 18 29 31 28 115 92 97 74 62
"28752" "64579" "NDST4" 18 10 8 17 31 2 1 0 1 2
"28753" "4705" "NDUFA10" 422 419 529 574 496 820 864 936 737 555
"28755" "55967" "NDUFA12" 144 141 133 172 127 205 166 173 152 123
"28758" "4695" "NDUFA2" 0 3 3 0 0 5 2 2 1 1
"28759" "4696" "NDUFA3" 109 97 126 149 120 258 213 223 198 133
"28760" "4697" "NDUFA4" 316 250 317 323 338 819 802 737 617 562
"28761" "56901" "NDUFA4L2" 40 31 33 28 32 45 52 51 38 38
"28762" "360165" "NDUFA4P1" 290 230 333 375 342 670 680 880 657 512
"28763" "4698" "NDUFA5" 182 172 276 256 313 531 527 586 474 491
"28764" "4700" "NDUFA6" 161 155 164 191 172 190 195 224 166 138
"28766" "4702" "NDUFA8" 215 184 192 232 224 249 252 274 204 166
"28767" "266625" "NDUFA9P1" 46 29 61 76 59 21 32 41 30 27
"28768" "4706" "NDUFAB1" 361 315 422 449 400 271 259 297 222 183
"28769" "51103" "NDUFAF1" 77 41 57 80 68 96 104 94 99 68
"28770" "91942" "NDUFAF2" 55 56 62 76 66 35 41 40 35 26
"28771" "25915" "NDUFAF3" 241 196 255 267 228 244 222 251 161 159
"28772" "29078" "NDUFAF4" 100 96 94 116 95 180 201 200 172 140
"28773" "4707" "NDUFB1" 158 111 129 157 151 218 173 195 159 138
"28774" "4716" "NDUFB10" 317 283 326 341 286 342 343 314 236 196
"28775" "54539" "NDUFB11" 312 238 275 390 291 194 197 191 139 127
"28776" "100190952" "NDUFB1P1" 9 10 13 7 13 15 14 10 4 16
"28777" "4709" "NDUFB3" 128 119 130 174 162 147 127 154 121 87
"28778" "4710" "NDUFB4" 262 251 302 342 327 340 341 373 281 205
"28779" "4711" "NDUFB5" 283 254 337 399 376 431 439 445 355 309
"28780" "4712" "NDUFB6" 161 145 182 191 192 208 181 217 157 144
"28781" "4713" "NDUFB7" 315 250 291 272 223 254 296 238 218 133
"28783" "326606" "NDUFB8P1" 0 0 0 0 0 0 0 0 0 0
"28784" "729565" "NDUFB8P2" 22 18 16 23 21 30 23 30 18 16
"28785" "100132286" "NDUFB8P3" 0 0 2 0 0 0 0 0 0 0
"28786" "4715" "NDUFB9" 318 294 339 404 313 384 393 350 303 248
"28789" "4719" "NDUFS1" 410 363 429 498 473 420 381 439 369 317
"28790" "4720" "NDUFS2" 475 383 512 554 536 599 545 627 447 395
"28791" "4724" "NDUFS4" 144 133 169 192 188 135 166 158 111 89
"28792" "4725" "NDUFS5" 437 342 413 435 467 394 400 407 306 267
"28793" "4726" "NDUFS6" 402 352 367 423 362 170 166 173 108 116
"28794" "374291" "NDUFS7" 186 145 172 219 175 404 332 353 264 186
"28795" "4728" "NDUFS8" 417 335 434 443 360 338 319 334 255 192
"28796" "4723" "NDUFV1" 916 695 884 1034 811 934 958 944 677 575
"28797" "4729" "NDUFV2" 172 137 135 161 142 115 118 107 69 77
"28798" "4730" "NDUFV2P1" 265 206 285 376 291 218 211 226 190 173
"28799" "4731" "NDUFV3" 99 74 102 118 89 94 92 90 61 48
"28800" "283131" "NEAT1" 3528 2844 3342 3847 3823 695 717 792 609 483
"28801" "4703" "NEB" 26 17 29 32 19 45 40 31 32 18
"28802" "10529" "NEBL" 72 59 101 83 77 1179 1212 1309 1087 868
"28803" "64168" "NECAB1" 7 5 9 5 9 241 240 318 244 179
"28804" "54550" "NECAB2" 12 9 14 17 7 200 184 195 147 105
"28805" "25977" "NECAP1" 148 125 169 202 188 743 768 801 630 520
"28806" "55707" "NECAP2" 269 210 249 322 244 111 118 152 86 88
"28807" "121441" "NEDD1" 134 125 177 195 215 31 29 31 15 21
"28808" "4734" "NEDD4" 156 106 151 185 166 15 22 25 18 13
"28809" "23327" "NEDD4L" 583 441 521 635 540 483 487 588 427 360
"28811" "4739" "NEDD9" 213 182 177 255 234 41 44 55 33 29
"28903" "4744" "NEFH" 95 66 68 100 81 1087 1130 1121 920 650
"28904" "4747" "NEFL" 13 12 34 24 17 2489 2491 2802 2108 1856
"28905" "4741" "NEFM" 5 10 4 6 8 2023 1994 2230 1783 1518
"28906" "257194" "NEGR1" 20 13 23 26 26 645 640 724 522 551
"28923" "79661" "NEIL1" 56 55 63 70 47 219 190 207 161 116
"28924" "252969" "NEIL2" 69 49 70 76 58 96 97 76 90 73
"28925" "55247" "NEIL3" 71 56 79 104 110 1 0 0 0 0
"28926" "4750" "NEK1" 64 78 88 114 110 135 128 160 119 127
"28927" "152110" "NEK10" 4 4 3 6 5 16 16 18 11 13
"28928" "79858" "NEK11" 10 6 14 15 19 46 43 51 35 31
"28929" "4751" "NEK2" 167 158 193 231 180 1 4 2 3 2
"28930" "326302" "NEK2P1" 0 0 0 0 0 0 0 0 0 0
"28931" "4752" "NEK3" 49 33 54 54 49 36 52 44 48 34
"28932" "6787" "NEK4" 115 100 105 155 151 131 119 170 111 102
"28933" "341676" "NEK5" 2 5 3 1 4 8 4 4 5 0
"28934" "10783" "NEK6" 284 181 271 274 207 170 169 166 146 96
"28935" "140609" "NEK7" 194 155 222 239 274 212 176 244 163 178
"28936" "284086" "NEK8" 47 25 38 55 29 5 6 11 8 5
"28937" "91754" "NEK9" 343 270 374 443 395 336 362 375 267 232
"28952" "4745" "NELL1" 0 0 0 0 1 123 122 140 98 86
"28953" "4753" "NELL2" 21 24 27 20 22 1162 1163 1306 917 793
"28974" "29937" "NENF" 176 151 154 225 147 290 234 256 182 130
"28983" "4756" "NEO1" 190 211 228 259 221 645 583 633 490 388
"28984" "442253" "NEPNP" 0 1 0 1 0 0 0 0 0 0
"29086" "10763" "NES" 738 614 729 871 760 272 249 280 188 149
"29109" "10276" "NET1" 415 366 469 523 514 202 190 228 148 150
"29122" "81832" "NETO1" 31 14 17 32 23 247 243 300 226 166
"29127" "4758" "NEU1" 352 277 350 413 349 200 170 197 156 107
"29128" "4759" "NEU2" 0 0 0 0 0 0 0 0 0 0
"29129" "10825" "NEU3" 75 78 88 88 82 66 51 58 42 34
"29130" "129807" "NEU4" 75 58 58 74 40 45 38 46 35 15
"29131" "9148" "NEURL" 20 14 18 18 16 571 561 589 424 345
"29132" "54492" "NEURL1B" 44 28 41 52 32 91 78 72 60 47
"29133" "140825" "NEURL2" 8 3 4 2 2 5 4 5 5 6
"29134" "93082" "NEURL3" 2 0 0 5 1 5 4 2 1 2
"29137" "4761" "NEUROD2" 0 0 0 2 0 687 651 648 527 342
"29138" "58158" "NEUROD4" 0 0 0 0 0 3 0 4 0 1
"29139" "63974" "NEUROD6" 0 0 0 0 0 116 95 128 94 82
"29140" "4762" "NEUROG1" 0 0 0 0 0 0 0 0 0 0
"29141" "63973" "NEUROG2" 12 5 13 12 4 6 5 8 8 3
"29142" "50674" "NEUROG3" 0 0 0 0 0 0 1 0 0 0
"29148" "91624" "NEXN" 43 43 43 56 39 10 10 18 11 10
"29250" "4763" "NF1" 434 353 434 472 479 759 786 911 678 585
"29254" "100419006" "NF1P1" 0 0 0 0 0 0 0 0 0 0
"29255" "440225" "NF1P2" 0 0 0 0 1 0 0 0 0 0
"29256" "4771" "NF2" 250 249 275 312 259 422 380 410 300 238
"29257" "150372" "NFAM1" 3 5 2 7 5 16 8 12 6 5
"29258" "23114" "NFASC" 33 34 32 29 34 1086 1110 1204 828 644
"29259" "10725" "NFAT5" 441 317 454 500 508 478 442 532 410 369
"29260" "4772" "NFATC1" 84 72 71 102 71 28 21 33 14 8
"29261" "4773" "NFATC2" 64 42 50 68 63 25 15 23 13 8
"29262" "84901" "NFATC2IP" 494 421 497 632 495 257 271 257 193 198
"29263" "4776" "NFATC4" 187 173 196 228 186 112 129 124 92 40
"29264" "4778" "NFE2" 203 171 212 269 222 4 2 1 0 0
"29265" "4779" "NFE2L1" 1344 1108 1380 1601 1311 1481 1415 1616 1165 893
"29266" "4780" "NFE2L2" 430 420 491 596 500 344 336 411 326 267
"29267" "9603" "NFE2L3" 199 149 227 255 181 42 35 43 28 26
"29268" "58160" "NFE4" 4 3 3 3 7 0 0 0 0 0
"29269" "4774" "NFIA" 112 92 106 140 97 605 518 520 419 379
"29270" "4781" "NFIB" 120 87 116 110 130 452 455 434 361 349
"29271" "4782" "NFIC" 719 553 585 678 627 1271 1313 1227 973 762
"29272" "4783" "NFIL3" 139 128 147 171 153 109 96 99 80 63
"29273" "4784" "NFIX" 452 355 393 497 396 2400 2356 2283 1779 1242
"29274" "4790" "NFKB1" 138 147 160 212 161 113 95 95 82 61
"29275" "4791" "NFKB2" 269 243 275 277 208 38 46 46 39 30
"29276" "4792" "NFKBIA" 264 225 296 356 290 267 267 282 223 182
"29277" "4793" "NFKBIB" 87 63 76 94 75 75 83 96 68 54
"29278" "84807" "NFKBID" 34 17 32 30 19 21 23 18 26 14
"29279" "4794" "NFKBIE" 68 50 51 71 58 59 57 65 50 27
"29280" "4795" "NFKBIL1" 96 104 120 121 90 78 90 116 77 72
"29282" "64332" "NFKBIZ" 207 148 209 264 210 45 39 44 32 25
"29283" "4798" "NFRKB" 371 267 348 425 307 170 161 189 149 94
"29285" "27247" "NFU1" 89 70 96 131 99 115 92 129 75 79
"29286" "4799" "NFX1" 274 244 271 336 287 247 255 292 205 146
"29288" "4800" "NFYA" 242 193 272 318 276 227 221 295 218 166
"29289" "4801" "NFYB" 148 125 172 192 174 185 186 236 153 138
"29290" "4802" "NFYC" 202 181 194 220 210 251 212 230 170 126
"29291" "58157" "NGB" 1 0 0 2 1 77 90 84 55 52
"29292" "25983" "NGDN" 165 131 173 191 172 99 93 121 87 75
"29293" "25791" "NGEF" 99 86 83 134 88 1022 977 1011 803 541
"29294" "4803" "NGF" 1 0 6 4 0 0 3 5 2 2
"29295" "4804" "NGFR" 36 38 37 55 29 106 140 124 72 65
"29296" "27018" "NGFRAP1" 400 331 443 422 438 1189 1040 1149 902 751
"29297" "55768" "NGLY1" 285 244 281 358 321 122 112 123 102 89
"29301" "100294720" "NHEG1" 0 0 0 0 0 0 0 0 1 0
"29302" "4807" "NHLH1" 1 1 6 2 1 5 10 8 6 7
"29303" "4808" "NHLH2" 0 0 0 0 1 20 4 13 13 12
"29304" "378884" "NHLRC1" 3 1 7 2 4 12 16 15 12 11
"29305" "374354" "NHLRC2" 178 143 206 222 208 140 138 175 135 129
"29306" "387921" "NHLRC3" 115 115 177 169 165 128 117 170 113 81
"29308" "55651" "NHP2" 177 114 125 132 153 92 84 81 61 43
"29309" "4809" "NHP2L1" 551 441 561 640 562 753 762 792 569 500
"29310" "414200" "NHP2P1" 0 0 0 0 0 0 0 0 0 0
"29311" "442290" "NHP2P2" 0 0 0 3 1 0 0 0 0 0
"29312" "4810" "NHS" 36 29 48 71 48 60 42 47 39 47
"29313" "57224" "NHSL1" 219 171 180 229 186 95 87 88 54 47
"29314" "340527" "NHSL2" 3 3 4 3 3 50 47 59 39 33
"29316" "171176" "NICN2P" 0 0 0 0 0 0 0 0 0 0
"29317" "4811" "NID1" 648 545 680 807 668 85 74 87 53 37
"29318" "22795" "NID2" 142 144 175 170 158 22 19 21 20 18
"29319" "60491" "NIF3L1" 133 134 135 177 148 111 133 117 96 80
"29366" "51199" "NIN" 227 229 247 331 274 317 296 306 249 202
"29379" "4814" "NINJ1" 271 219 233 285 207 144 145 124 118 106
"29380" "4815" "NINJ2" 19 13 25 27 27 38 36 42 29 31
"29381" "22981" "NINL" 220 171 217 241 232 161 155 177 145 107
"29387" "51388" "NIP7" 186 171 214 254 231 28 32 42 28 26
"29388" "123606" "NIPA1" 197 175 213 244 245 680 664 787 601 540
"29389" "81614" "NIPA2" 103 92 126 134 119 67 61 56 45 41
"29390" "152519" "NIPAL1" 11 16 8 11 10 4 6 7 5 5
"29391" "79815" "NIPAL2" 63 53 70 76 61 228 223 256 176 146
"29392" "57185" "NIPAL3" 157 186 174 226 200 1342 1277 1459 1030 809
"29393" "348938" "NIPAL4" 2 2 4 3 1 33 39 48 31 28
"29394" "25836" "NIPBL" 408 382 496 511 546 294 322 342 264 205
"29395" "8508" "NIPSNAP1" 480 376 497 597 453 352 314 378 268 216
"29425" "11188" "NISCH" 544 447 552 687 566 2850 2637 2807 2123 1553
"29446" "4817" "NIT1" 95 86 108 113 98 91 92 95 77 55
"29447" "56954" "NIT2" 175 151 202 202 188 80 63 69 65 37
"29477" "79570" "NKAIN1" 72 61 91 82 71 209 166 177 137 95
"29478" "154215" "NKAIN2" 0 0 0 2 1 253 283 321 205 189
"29479" "286183" "NKAIN3" 3 3 0 5 5 9 8 11 5 10
"29480" "128414" "NKAIN4" 77 61 64 102 43 87 103 123 85 57
"29481" "79576" "NKAP" 89 94 89 137 115 57 34 66 36 35
"29482" "222698" "NKAPL" 0 0 0 2 2 11 10 17 7 14
"29483" "158801" "NKAPP1" 8 10 11 12 5 12 13 10 3 8
"29484" "85407" "NKD1" 216 168 201 254 172 90 100 100 63 40
"29485" "85409" "NKD2" 124 109 132 126 86 24 20 19 16 16
"29486" "4818" "NKG7" 0 2 0 0 1 0 0 0 0 0
"29487" "28512" "NKIRAS1" 48 38 55 54 39 198 238 274 218 154
"29488" "28511" "NKIRAS2" 201 140 172 240 202 57 75 79 50 41
"29489" "284353" "NKPD1" 7 6 6 3 4 11 6 11 10 4
"29490" "55922" "NKRF" 123 111 140 152 157 159 151 211 130 127
"29491" "4820" "NKTR" 405 363 489 604 475 416 391 512 435 324
"29492" "54729" "NKX1-1" 0 0 0 0 0 0 0 0 0 0
"29493" "390010" "NKX1-2" 9 13 5 10 6 1 4 1 1 0
"29495" "4821" "NKX2-2" 11 4 11 14 6 61 79 66 60 34
"29496" "159296" "NKX2-3" 0 1 2 0 1 0 0 0 0 0
"29497" "644524" "NKX2-4" 6 3 11 9 2 0 0 0 1 0
"29498" "1482" "NKX2-5" 14 10 12 9 8 0 1 0 0 0
"29499" "137814" "NKX2-6" 3 1 3 4 3 0 0 0 0 0
"29500" "26257" "NKX2-8" 0 0 0 1 1 2 0 1 0 0
"29501" "4824" "NKX3-1" 49 42 36 66 42 7 7 6 9 5
"29502" "579" "NKX3-2" 17 17 26 36 12 0 1 0 0 0
"29503" "4825" "NKX6-1" 2 3 2 3 2 3 5 5 6 3
"29504" "84504" "NKX6-2" 1 0 0 0 0 352 307 315 238 102
"29505" "157848" "NKX6-3" 0 0 1 1 0 7 9 3 3 5
"29506" "54475" "NLE1" 164 144 205 224 180 75 85 74 78 55
"29507" "22871" "NLGN1" 22 31 28 33 30 115 117 124 81 79
"29508" "57555" "NLGN2" 458 351 436 490 324 1233 1207 1324 931 663
"29509" "54413" "NLGN3" 29 17 16 29 25 459 433 424 319 256
"29510" "57502" "NLGN4X" 34 20 38 32 32 245 249 269 190 170
"29511" "22829" "NLGN4Y" 18 26 42 30 22 141 132 165 121 85
"29512" "51701" "NLK" 151 129 143 173 169 534 555 636 443 418
"29513" "57486" "NLN" 216 212 288 291 288 119 143 139 103 99
"29514" "197358" "NLRC3" 22 11 24 31 28 43 42 59 33 36
"29515" "58484" "NLRC4" 3 1 4 3 3 6 4 5 5 4
"29516" "84166" "NLRC5" 72 55 77 87 62 49 43 53 31 26
"29517" "338322" "NLRP10" 0 1 0 0 0 0 0 0 0 0
"29518" "204801" "NLRP11" 30 22 33 36 26 0 0 0 0 0
"29519" "91662" "NLRP12" 8 4 1 2 1 1 0 0 0 0
"29520" "126204" "NLRP13" 0 0 1 0 0 0 0 0 0 0
"29521" "338323" "NLRP14" 1 0 1 3 0 0 1 1 2 0
"29524" "114548" "NLRP3" 0 1 1 5 1 8 9 10 7 9
"29525" "147945" "NLRP4" 1 2 1 3 5 1 0 0 0 0
"29526" "126206" "NLRP5" 1 1 4 0 1 0 0 0 0 0
"29527" "171389" "NLRP6" 3 5 5 2 6 2 1 1 1 0
"29528" "199713" "NLRP7" 3 3 6 4 8 1 1 0 0 0
"29529" "126205" "NLRP8" 0 0 0 0 0 0 0 0 0 0
"29530" "338321" "NLRP9" 0 0 1 2 1 2 0 0 0 0
"29531" "347933" "NLRP9P" 0 0 0 0 0 0 0 0 1 0
"29532" "79671" "NLRX1" 131 100 103 122 93 63 48 50 51 29
"29533" "4828" "NMB" 38 36 40 45 35 39 23 27 15 18
"29534" "4829" "NMBR" 0 0 0 0 0 0 2 1 4 2
"29535" "51068" "NMD3" 365 309 408 493 442 121 157 186 134 108
"29536" "654364" "NME1-NME2" 2708 2247 2616 2999 2548 737 663 751 558 429
"29537" "283458" "NME2P1" 2 3 5 3 3 0 0 0 0 0
"29538" "4832" "NME3" 144 122 119 152 118 284 246 274 176 122
"29540" "8382" "NME5" 1 0 3 5 2 37 42 51 59 33
"29541" "10201" "NME6" 95 75 110 119 97 74 76 102 52 44
"29542" "29922" "NME7" 43 40 53 68 54 29 33 39 23 24
"29543" "9111" "NMI" 53 58 58 92 63 11 11 15 9 9
"29544" "64802" "NMNAT1" 55 39 53 60 58 30 36 42 43 31
"29545" "23057" "NMNAT2" 13 10 10 20 12 1445 1347 1551 1100 973
"29546" "349565" "NMNAT3" 13 7 11 15 9 39 37 39 33 22
"29547" "326607" "NMNATP" 0 0 0 0 0 0 0 0 0 0
"29548" "57407" "NMRAL1" 197 160 184 257 193 197 153 143 110 99
"29549" "129521" "NMS" 0 0 0 0 0 0 0 1 0 0
"29550" "4836" "NMT1" 298 256 300 338 315 223 214 229 199 139
"29551" "9397" "NMT2" 94 96 149 139 136 180 171 200 170 142
"29552" "10874" "NMU" 96 83 121 110 94 4 5 6 4 4
"29553" "10316" "NMUR1" 5 1 1 8 5 6 1 2 4 6
"29554" "56923" "NMUR2" 0 0 0 0 1 1 1 0 2 3
"29555" "4826" "NNAT" 13 9 11 5 10 346 323 332 278 204
"29556" "4837" "NNMT" 244 192 243 297 251 15 11 12 15 11
"29557" "23530" "NNT" 679 582 716 886 775 499 485 528 356 321
"29558" "28987" "NOB1" 238 233 257 310 235 64 89 69 60 38
"29565" "135935" "NOBOX" 1 0 0 0 0 0 0 1 0 0
"29567" "26155" "NOC2L" 498 404 541 517 434 248 239 265 178 155
"29568" "64318" "NOC3L" 110 92 123 151 125 31 47 37 20 22
"29569" "79050" "NOC4L" 175 117 141 176 125 88 83 92 65 50
"29572" "10392" "NOD1" 78 67 86 86 89 37 28 34 34 18
"29573" "64127" "NOD2" 4 7 9 6 5 6 6 4 2 5
"29574" "4838" "NODAL" 1 0 3 0 0 2 4 1 3 5
"29582" "9241" "NOG" 59 42 65 73 39 17 11 19 8 6
"29632" "79954" "NOL10" 173 151 181 211 186 56 70 61 59 37
"29633" "25926" "NOL11" 283 249 393 400 338 101 94 119 84 76
"29634" "79159" "NOL12" 113 83 101 117 94 110 107 95 79 63
"29635" "8996" "NOL3" 241 223 270 262 208 108 96 119 86 73
"29636" "8715" "NOL4" 0 1 0 2 0 165 169 161 157 124
"29637" "51406" "NOL7" 297 248 302 350 333 137 137 148 132 113
"29638" "55035" "NOL8" 220 239 246 336 276 99 102 123 96 98
"29639" "79707" "NOL9" 158 129 129 156 179 95 92 99 91 65
"29641" "9221" "NOLC1" 955 779 1012 1188 1010 548 494 584 471 332
"29645" "64434" "NOM1" 184 164 202 216 212 80 71 92 74 52
"29662" "23420" "NOMO1" 937 818 1055 1215 974 798 763 831 636 492
"29663" "283820" "NOMO2" 295 257 305 369 294 273 279 292 238 177
"29664" "408050" "NOMO3" 319 320 362 410 350 377 372 403 282 232
"29682" "4841" "NONO" 2267 2051 2318 2825 2328 715 681 750 602 464
"29689" "55505" "NOP10" 210 181 235 272 221 91 84 97 44 58
"29690" "8602" "NOP14" 255 212 278 284 250 105 105 118 91 67
"29691" "51491" "NOP16" 98 104 145 147 105 39 29 45 28 26
"29692" "4839" "NOP2" 553 439 574 676 504 109 95 110 87 61
"29693" "646192" "NOP56P1" 6 5 6 9 11 0 2 0 0 0
"29801" "4842" "NOS1" 0 1 0 1 1 160 152 130 109 85
"29803" "645740" "NOS2P1" 0 0 0 0 0 0 0 0 0 0
"29804" "201288" "NOS2P2" 0 0 0 1 0 0 0 1 0 0
"29805" "4846" "NOS3" 23 12 29 30 16 54 51 55 44 33
"29817" "51070" "NOSIP" 247 165 194 233 161 160 151 122 107 78
"29837" "115677" "NOSTRIN" 37 35 45 83 51 20 29 23 30 9
"29850" "4851" "NOTCH1" 445 354 437 473 330 270 236 257 213 118
"29851" "4853" "NOTCH2" 752 592 764 873 752 283 260 312 235 204
"29852" "4854" "NOTCH3" 363 342 358 379 284 323 312 323 231 153
"29864" "344022" "NOTO" 0 0 0 0 0 0 0 0 0 0
"29868" "147111" "NOTUM" 482 408 440 512 386 10 11 6 10 11
"29870" "4856" "NOV" 33 21 26 33 33 89 91 87 81 58
"29871" "4857" "NOVA1" 22 15 25 26 27 669 666 811 594 544
"29872" "4858" "NOVA2" 3 1 3 2 2 159 164 133 110 76
"29878" "27035" "NOX1" 0 0 0 0 0 1 2 1 0 0
"29879" "50508" "NOX3" 0 0 0 0 0 1 1 0 0 0
"29880" "50507" "NOX4" 14 11 13 22 18 1 4 1 3 0
"29882" "10811" "NOXA1" 85 64 61 83 61 203 199 195 122 93
"29883" "124056" "NOXO1" 0 0 0 0 0 0 0 0 0 0
"29984" "4861" "NPAS1" 66 56 58 68 41 47 32 51 27 15
"29985" "4862" "NPAS2" 164 117 159 181 170 184 192 194 154 107
"29986" "64067" "NPAS3" 7 6 21 14 12 177 168 193 112 107
"29987" "266743" "NPAS4" 1 1 1 4 0 19 20 29 15 19
"29988" "4863" "NPAT" 157 128 159 210 172 85 92 100 79 64
"29989" "2831" "NPBWR1" 0 0 0 0 0 0 0 0 0 0
"29990" "2832" "NPBWR2" 0 0 0 0 0 2 1 4 3 2
"29991" "4864" "NPC1" 250 218 307 351 281 374 369 399 275 271
"29992" "29881" "NPC1L1" 35 29 41 31 32 3 4 12 6 0
"29993" "10577" "NPC2" 416 339 378 461 389 137 145 155 99 106
"29995" "9520" "NPEPPS" 536 467 594 676 644 646 613 696 501 441
"29996" "64106" "NPFFR1" 0 0 0 0 0 17 14 11 9 6
"29997" "10886" "NPFFR2" 2 3 0 3 5 3 1 1 0 3
"29998" "4867" "NPHP1" 18 25 17 23 12 30 23 16 23 16
"30000" "261734" "NPHP4" 170 133 174 181 138 132 124 159 97 74
"30001" "4868" "NPHS1" 1 1 0 0 0 2 6 8 4 5
"30002" "7827" "NPHS2" 0 0 0 0 0 0 0 0 0 0
"30003" "23117" "NPIPL3" 85 88 94 125 107 97 83 104 90 87
"30005" "55666" "NPLOC4" 856 712 838 919 789 504 540 548 413 309
"30006" "4869" "NPM1" 1441 1269 1612 1768 1736 262 241 247 222 193
"30007" "10835" "NPM1P12" 4 5 5 6 6 2 1 0 2 0
"30008" "10833" "NPM1P14" 0 0 0 0 0 0 0 0 0 0
